report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
12774,Heerlen,7,Terra sigillata,,Onversierde terra sigillata,Terra sigillata,,,,claude,present,10,Explicitly named as terra sigillata in the section heading.,10,Described as a specific fragment found at the site.,0,no date stated,7,"Bodemfragment van een bord met het pottenbakkers-merk op het midden van het eenigszins welvend bodemvlak: O F - I V C V N ; vrij hard baksel, einde der ls,e eeuw."
12774,Heerlen,7,Terra sigillata,,Onversierde terra sigillata,Terra sigillata,,101,150,claude_text,present,10,Explicitly named as terra sigillata in the section heading.,10,Described as a specific fragment found at the site.,8,date read from the passage,9,"Klein fragment van den bodem en den opstaande gebogen rand van een dikwandig bord ; zacht baksel, begin der 2,le eeuw."
12774,Heerlen,7,Terra sigillata,,Onversierde terra sigillata,Terra sigillata,2,101,200,claude_text,present,10,Explicitly named as terra sigillata in the section heading.,10,Described as specific fragments found at the site.,8,date read from the passage,9,"Twee fragmenten van den schuin oploopenden rand met ronde ribbel van een bord, dat waarschijnlijk uit de 2ie eeuw dateert. Zacht geelrood baksel met donkerrood glazuur, dat gauw loslaat."
12774,Heerlen,7,Terra sigillata,,Onversierde terra sigillata,Terra sigillata,,51,100,claude_text,present,10,Explicitly named as terra sigillata in the section heading.,10,Described as a specific fragment found at the site.,8,date read from the passage,9,"Fragment van een bakje in den vorm van een halven, om het midden ingesnoerden bol, met onleesbaar pottenbakkersmerk. Vrij hard baksel van omstreeks het einde der lste eeuw."
12774,Heerlen,8,Urn,,urn in fleschvorm,Urn,1,,,claude,present,10,Explicitly described as an urn in bottle form.,10,Described as a complete vessel found at the site.,0,no date stated,7,"Gave urn in fleschvorm van een terra nigra-achtig glanzend zwart dik baksel, afb. XXXII2, a."
12774,Heerlen,8,Urn,,dergelijke doch kleinere urn,Urn,,,,claude,present,10,Explicitly described as an urn.,10,Described as specific fragments found at the site.,0,no date stated,7,"Hals en wandfragmenten van eene dergelijke doch kleinere urn, afb. XXXII2, b."
12774,Heerlen,8,Urn,,groote urnen,Urn,,,,claude,present,10,Explicitly described as large urns.,10,Fragments found in the third oven.,0,no date stated,7,"Rand-, bodem en wandfragmenten van groote urnen van hetzelfde baksel als sub 1 en 2. Twee groote zwart glimmende wandfragmenten werden gevonden in den 3den oven."
12774,Heerlen,8,Beaker,,Beker in blauwgrijsachtige terra nigra,Beaker,1,51,100,claude_text,present,10,Explicitly named as a beaker of terra nigra.,10,Described as a specific vessel found at the site.,8,date read from the passage,9,"Beker in blauwgrijsachtige terra nigra, waarvan de wand bedekt is met drie door eene holte van elkaar gescheiden banden, welke door verticale arceeringen versierd zijn, afb. XXXII2, c. Einde lste eeuw."
12774,Heerlen,8,Beaker,,Beker van een vaalgrijs en vrij ruw terra nigra-achtig baksel,Beaker,1,51,100,claude_text,present,10,Explicitly named as a beaker.,10,Found in the first oven.,8,date read from the passage,9,"Beker van een vaalgrijs en vrij ruw terra nigra-achtig baksel. Deze is in het bakken gebarsten en kwam uit den eersten oven te voorschijn. Waarschijnlijk eind lste eeuw. afb. XXXII2, d."
12774,Heerlen,8,Urn,,grootere urn,Urn,,,,claude,present,10,Explicitly described as a larger urn.,10,Described as specific fragments found at the site.,0,no date stated,7,"Een randprofiel, bodemfragment en scherven van eene grootere urn van ongeveer hetzelfde baksel als sub 6. Het is niet fijn afgewerkt en gaat veel op ruwwandig vaatwerk gelijken, afb. XXXII2, e."
12774,Heerlen,8,Beaker,,"beker van witgele, gladde pijpaarde",Beaker,1,,,claude,present,10,Explicitly named as a beaker of white pipe clay.,10,Described as a specific vessel found at the site.,0,no date stated,7,"Een beker van witgele, gladde pijpaarde van denzelfden vorm als no. 5, doch slechts met twee versierde banden, afb. XXXII2, f."
12774,Heerlen,8,Beaker,,dergelijke bekers,Beaker,,,,claude,present,0,"general mention that pottery occurs at the site, not a discrete object",10,Numerous fragments found at the site.,0,no date stated,3,Tallooze fragmenten van dergelijke bekers en urnen van pijpaarde
12774,Heerlen,8,Urn,,urnen van pijpaarde,Urn,,,,claude,present,0,"general mention that pottery occurs at the site, not a discrete object",10,Numerous fragments found at the site.,0,no date stated,3,Tallooze fragmenten van dergelijke bekers en urnen van pijpaarde
12774,Heerlen,9,Lid,,fragmenten van deksels,Lid,,,,claude,present,10,Explicitly named as lid fragments.,10,Fragments found at the site.,0,no date stated,7,"fragmenten van deksels, waarvan eenige het grof ruwwandig aardewerk sterk naderen."
12774,Heerlen,9,Urn,,lichtgrauw gekleurde urn,Urn,,,,claude,present,10,Explicitly named as a light grey coloured urn.,10,A specific rim profile found at the site.,0,no date stated,7,Randprofiel van eene lichtgrauw gekleurde urn.
12774,Heerlen,9,Matt-painted ware,,Matbeschilderd aardewerk,Matt-painted ware,,101,200,claude_text,present,10,Explicitly named as matt-painted ware.,10,Fragments found at the site.,8,date read from the passage,9,"fragmenten van met bruin, zwart of grauw beschilderde witte pijpaarde, gedeeltelijk met ruw oppervlak door zandbestrooiing, uit de 2de eeuw of later."
12774,Heerlen,9,Dish,,geschubd bakje,Dish,,101,200,claude_text,present,10,Explicitly named as a scaled small dish (bakje = dish).,10,A specific rim fragment found at the site.,8,date read from the passage,9,"Hieronder bevindt zich een randfragment van een geschubd bakje. Zie Holw. XI, 13."
12774,Heerlen,9,Urn,,Wandfragment van eene urn,Urn,,,,claude,present,10,Explicitly named as an urn wall fragment.,10,A specific fragment found at the site.,0,no date stated,7,"Wandfragment van eene urn, van buiten zwart en van binnen grauw mat-geschilderd."
12774,Heerlen,9,Pot,,klein potje in pijpaarde,Pot,1,,,claude,present,10,Explicitly named as a small pot (potje = pot) in pipe clay.,10,Specific fragments found at the site.,0,no date stated,7,"Bodem- en wandfragment van een klein potje in pijpaarde, waarop nog sporen van roode beschildering aanwezig zijn."
