report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
12712,Heerlen,25,Arretine ware cup,Conspectus 14,Italische sigillata,Arretine ware cup,,-20,15,claude+typology,present,10,Name and typology code explicitly stated in the text.,10,Explicitly found in the 1931 excavation collection at the RMO depot.,10,dated from typology code (only as certain as the identification),10,"De Italische sigillata bestaat uit zeven fragmenten van twee kommen, Conspectus 14 en Conspectus 15 (Afb. 2.8). Deze kommen zijn te dateren tussen 15 v.Chr. en 14 n.Chr."
12712,Heerlen,25,Terra sigillata plate,Dragendorff 18,borden van het type Dragendorff 18,Terra sigillata plate,3,40,120,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Het betreft delen van drie borden van het type Dragendorff 18 en een wandfragment van een met reliëf versierde kom van het type Dragendorff 29
12712,Heerlen,25,Terra sigillata decorated bowl,Dragendorff 29,kom van het type Dragendorff 29,Terra sigillata decorated bowl,1,15,100,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,een wandfragment van een met reliëf versierde kom van het type Dragendorff 29 (Afb. 2.9)
12712,Heerlen,25,Terra sigillata bowl,Dragendorff 40,bakje van het type Dragendorff 40,Terra sigillata bowl,1,150,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Tussen het materiaal bevind zich een bakje van het type Dragendorff 40 (Afb. 2.11). Dergelijke bakjes zijn halfrond in doorsnede en hebben een standring. Deze bakjes komen met name voor in de 3e eeuw.
12712,Heerlen,25,Terra sigillata cup,Dragendorff 33,conische bakjes van het type Dragendorff 33,Terra sigillata cup,,40,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"Ook conische bakjes van het type Dragendorff 33 (Afb. 2.11), zijn aangetroffen."
12712,Heerlen,26,Terra sigillata decorated bowl,Dragendorff 37,versierde kommen van het type Dragendorff 37,Terra sigillata decorated bowl,3,70,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,In totaal zijn er fragmenten van drie versierde kommen van het type Dragendorff 37 gevonden (Afb. 2.10)
12712,Heerlen,27,Terra sigillata mortarium,Dragendorff 45,wrijfschaal van het type Dragendorff 45,Terra sigillata mortarium,1,150,400,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Dit fragment betreft de rand van een wrijfschaal van het type Dragendorff 45 (Afb. 2.11). Deze wrijfschalen komen voor vanaf het einde van de 2e eeuw.
12712,Heerlen,27,Belgic ware pot,Deru P10,beker van het type Deru P10,Belgic ware pot,1,20,100,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Eén fragment terra rubra is gevonden bij het onderzoek. Dit fragment is afkomstig van een beker van het type Deru P10.
12712,Heerlen,27,Terra nigra,,terra nigra,Terra nigra,14,-12,450,claude_text,present,9,Ware name explicitly stated; no typology assignable.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,In totaal zijn veertien fragmenten terra nigra gevonden. Geen van de fragmenten kan aan een type toegewezen worden.
12712,Heerlen,27,Terra nigra,Deru P61,"parelurn, type Deru P61",Terra nigra,1,50,150,claude_text,present,4,Identification is hedged with 'waarschijnlijk afkomstig van'.,9,The sherd was explicitly found; only its identification is uncertain.,8,date read from the passage,7,"Van de overige fragmenten is één wandscherf met barbotine versierd. Dit stuk is waarschijnlijk afkomstig van een zogeheten parelurn, type Deru P61. Dergelijke potten zijn van het midden van de 1e eeuw tot het midden van de 2e eeuw te dateren."
12712,Heerlen,27,Terra nigra,Deru P47,potten van het type Deru P47,Terra nigra,,1,150,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Potten van het type Deru P47 zijn potten met een bolle schouder en een scherpe overgang van de schouder naar de hals (Afb. 2.12). Dergelijke potten zijn in de 1e en eerste helft van de 2e eeuw te dateren.
12712,Heerlen,27,Painted ware,,geverfd aardewerk techniek c,Painted ware,2,-12,450,claude_text,present,9,Ware type and technique explicitly described.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Twee wandfragmenten zijn uitgevoerd in techniek c en versierd met een radstempel.
12712,Heerlen,27,Coated ware beaker,Stuart 2,beker van het type Stuart 2,Coated ware beaker,1,70,200,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Daaronder bevindt zich een randfragment van een beker van het type Stuart 2 (Afb. 2.13).
12712,Heerlen,27,Coated ware beaker,Stuart 4,beker van het type Stuart 4,Coated ware beaker,1,150,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,drie fragmenten van een beker van het type Stuart 4 voorzien van zandbestrooiing (Afb. 2.13)
12712,Heerlen,27,Painted ware,,bodem van een geverfde olielamp,Painted ware,1,-12,450,claude_text,present,9,Vessel type explicitly described as a painted oil lamp.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,"Ook is een bodem van een geverfde olielamp verzameld, de lamp is uitgevoerd in techniek a."
12712,Heerlen,27,Painted ware,Hofheim 44,bord van het type Hofheim 44,Painted ware,1,69,96,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Eén van de randfragmenten is afkomstig van een bord. Deze is te typeren als een bord van het type Hofheim 44 (Afb. 2.13). Het bord wordt gekenmerkt door een open vorm en een rand die niet verdikt is. Dergelijke borden zijn in de Flavische periode te dateren.
12712,Heerlen,28,painted plate,Stuart 11,kom die gelijkt op Stuart 11,painted plate,1,70,150,claude+typology,present,5,Identification is hedged with 'gelijkt op' (resembles).,10,The sherd was explicitly found; only its identification is uncertain.,5,dated from typology code (only as certain as the identification),7,"Een ander randfragment is afkomstig van een kom die gelijkt op Stuart 11 (Afb. 2.13), dergelijke borden worden in de regel niet in techniek b uitgevoerd hoewel deze dat wel is. Dergelijke kommen zijn te dateren aan het einde van de 1e en in de eerste helft van de 2e eeuw."
12712,Heerlen,28,Pompeian red ware,,Pompeiaans rood bord,Pompeian red ware,1,170,300,claude_text,present,10,Ware name and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Eén bodem van een Pompeiaans rood bord is aangetroffen. Dit bord is uitgevoerd in een dik en ruw baksel en kan daarmee in de late 2e en 3e eeuw gedateerd worden.
12712,Heerlen,28,Smooth-walled ware,Stuart 128,conische beker van het type Stuart 128,Smooth-walled ware,1,1,100,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,"Hieronder bevinden zich twee wandscherven die met radstempels versierd zijn, deze zijn toe te wijzen aan een conische beker van het type Stuart 128. Dergelijke bekers worden in de 1e eeuw geproduceerd."
12712,Heerlen,28,Smooth-walled ware,Stuart 201A,pot van het type Stuart 201A,Smooth-walled ware,1,-12,450,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Van alle randfragmenten kon het type bepaald worden. Naast randscherven van een pot van het type Stuart 201A betreffen het drie randen van kruiken van het type Hofheim 50/51 en twee van het type Stuart 111
12712,Heerlen,28,Early Roman ring-neck jug,Hofheim 50/51,kruiken van het type Hofheim 50/51,Early Roman ring-neck jug,3,40,100,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,drie randen van kruiken van het type Hofheim 50/51
12712,Heerlen,28,Flagon,,kan,Flagon,1,-12,450,claude_text,present,10,Vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Naast deze kruiken is ook een kan aangetroffen met een geprofileerde rand en een uitgeknepen schenktuit (Afb. 2.14).
12712,Heerlen,28,Baetican olive oil amphora,Dressel 20,Spaanse olijfolieamforen van het type Dressel 20,Baetican olive oil amphora,3,-10,260,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Hieronder bevinden zich drie stukken van Spaanse olijfolieamforen van het type Dressel 20 (Afb. 2.15)
12712,Heerlen,28,Amphora,,Zuid-Franse wijnamforen,Amphora,3,-12,450,claude_text,present,9,Vessel type and origin explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,drie stukken van Zuid-Franse wijnamforen
12712,Heerlen,28,Amphora,,Maaslandse amforen,Amphora,8,-12,450,claude_text,present,9,Vessel type and origin explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,acht fragmenten van Maaslandse amforen
12712,Heerlen,28,Amphora,,Scheldevallei amforen,Amphora,5,-12,450,claude_text,present,9,Vessel type and origin explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,vijf stukken van Scheldevallei amforen
12712,Heerlen,29,pottery,Stuart 147,dolia van het type Stuart 147,pottery,6,70,250,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Zes fragmenten zijn afkomstig van dolia van het type Stuart 147.
12712,Heerlen,29,Dolium,,dolium met nauwe opening,Dolium,1,-12,450,claude_text,present,10,Vessel form explicitly described.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,"Het zevende fragment is afkomstig van een dolium met nauwe opening, nauwe hals en uitstaande rand (Afb. 2.16)."
12712,Heerlen,29,Mortarium,Brunsting 36,wrijfschalen met een horizontale rand van het type Brunsting 36,Mortarium,21,40,260,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"Ruim tweederde hiervan, 21 stuks, zijn toe te wijzen aan wrijfschalen met een horizontale rand van het type Brunsting 36 (Afb. 2.17)."
12712,Heerlen,29,Mortarium,Brunsting 37,"wrijfschalen met een verticale rand, type Brunsting 37",Mortarium,9,70,200,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"De andere negen fragmenten zijn afkomstig van wrijfschalen met een verticale rand, type Brunsting 37, die te dateren zijn vanaf het begin van de 2e eeuw."
12712,Heerlen,29,pottery,Hofheim 89,oorpot in Rhineland Granular Grey Ware,pottery,1,40,100,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"De enige scherf met aan opvallend baksel dat herkend werd is het randfragment van een oorpot in Rhineland Granular Grey Ware. Deze oorpot, van het type Hofheim 89, is daardoor tussen 40 en 80 te dateren."
12712,Heerlen,29,Coarse ware,,ruwwandig aardewerk,Coarse ware,1,1,200,claude_text,present,9,Described as coarse ware in a different fabric.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,"Ook een exemplaar in een ander baksel is aangetroffen, deze is te dateren in de 1e en 2e eeuw."
12712,Heerlen,29,Coarse ware plate,Niederbieber 112,bord van het type Niederbieber 112,Coarse ware plate,1,150,280,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Verder zijn aangetroffen een bord van het type Niederbieber 112 (Afb. 2.18). Deze borden zijn te dateren in de 3e eeuw.
12712,Heerlen,29,Coarse ware jug,Niederbieber 96,kan van het type Niederbieber 96,Coarse ware jug,1,150,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,In dezelfde periode te dateren is een kan van het type Niederbieber 96.
12712,Heerlen,29,Coarse ware bowl,Niederbieber 103,kommen van het type Niederbieber 103,Coarse ware bowl,,150,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,In de loop van de 2e eeuw en in de 3e eeuw zijn te dateren de kommen van het type Niederbieber 103
12712,Heerlen,29,Coarse ware bowl,Niederbieber 104,kommen van het type Niederbieber 104,Coarse ware bowl,6,100,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Niederbieber 104 (zes stuks)
12712,Heerlen,29,Coarse ware cooking pot,Niederbieber 89,potten van het type Niederbieber 89,Coarse ware cooking pot,18,150,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"potten van het type Niederbieber 89 (achttien stuks, Afb. 2.18)"
12712,Heerlen,29,Late Roman cooking pot,Alzey 27,potten van het type Alzei 27,Late Roman cooking pot,1,300,450,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Na de 3e eeuw ontwikkeld deze laatste potvorm zich verder door tot potten van het type Alzei 27. Ook daarvan is een exemplaar aangetroffen.
12712,Heerlen,29,Coarse ware,Stuart 201A,potten van het type Stuart 201A,Coarse ware,3,-12,450,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Verder zijn drie potten van het type Stuart 201A
12712,Heerlen,29,Coarse ware,Stuart 201B,potten van het type Stuart 201B,Coarse ware,7,-12,450,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,zeven van het type Stuart 201B (Afb. 2.18)
12712,Heerlen,29,Coarse ware bowl,Stuart 210,potten van het type Stuart 210,Coarse ware bowl,5,70,260,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,vijf van het type Stuart 210 verzameld
12712,Heerlen,29,Coarse ware,Niederbieber 120A,Deksels van het type Niederbieber 120A,Coarse ware,2,-12,450,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,"Deksels van het type Niederbieber 120A, waarvan twee exemplaren verzameld zijn, komen gedurende de gehele Romeinse tijd voor."
12712,Heerlen,30,Coarse ware bowl,Niederbieber 105,Kommen van het type Niederbieber 105,Coarse ware bowl,,150,300,claude+typology,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"Kommen van het type Niederbieber 105 (Afb. 2.18), worden gekenmerkt door de manier waarop de rand op de kom bevestigd is. De rand staat bol naar binnen toe en maakt vanaf de schouder een scherpe knik. Dergelijke kommen zijn vanaf het midden van de 2e eeuw te dateren."
12712,Heerlen,30,Cork urn,Holwerda BW 94,kurkurnen van het type Holwerda BW 94,Cork urn,2,69,150,claude_text,present,10,Typology code and vessel form explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Twee randfragmenten zijn toe te wijzen aan het type Holwerda BW 94. Deze kurkurnen kunnen van de Flavische periode tot rond het midden van de 2e eeuw voorkomen.
12712,Heerlen,30,Cork urn,,kurkurn,Cork urn,1,-12,450,claude_text,present,10,Vessel type explicitly stated.,10,Explicitly found in the 1931 excavation collection.,8,date read from the passage,9,Eén van de kurkurnen is versierd met indrukken op de schouder.
