report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
12770,Heerlen,2,Cooking pot,,kookpotten,Cooking pot,,,,claude,present,9,Explicitly named as kookpotten (cooking pots).,9,Found in the new V-shaped ditch near the praetorium.,0,no date stated,6,"Randen van groote, grijze kookpotten"
12770,Heerlen,2,Mortarium,,wrijfschaal,Mortarium,,,,claude,present,9,Explicitly named as wrijfschaal (mortarium).,9,Found as a large fragment in the new ditch.,0,no date stated,6,"groot fragm. van geelachtige wrijfschaal met horizontalen rand, vgl. Dr. Holwerda, Arentsburg, afb. 96 327/328"
12770,Heerlen,2,Amphora,Niederbieber 461,amphoor,Amphora,1,,,claude,present,9,Explicitly named as amphoor (amphora) with typology reference.,9,Found as a neck fragment in the new ditch.,0,no date stated,6,"hals van een roodachtige amphoor met grooten schijfvormigen halsring op de tweeledige ooren en cylindervormig mondstuk, vgl. Oelmann, Niederbieber Taf. II 461"
12770,Heerlen,2,Late Roman plate,Alzey 24/25,late terra nigra schaal,Late Roman plate,,300,420,claude+typology,present,9,Explicitly named as late terra nigra schaal with typology reference.,9,Found as a fragment in the new ditch.,9,dated from typology code (only as certain as the identification),9,"Fragm. van late terra nigra schaal, leiachtig van kleur, vgl. Unversagt Alzei Typ. 24/25"
12770,Heerlen,2,Beaker,Niederbieber 35B,kogelbeker,Beaker,1,250,450,context_clamp,present,9,Explicitly named as kogelbeker (globular beaker/motto beaker) with typology reference.,9,Found as a fragment in the new ditch.,3,missing endpoint clamped to the Roman period,7,"Fragm. van 15 c.M. hoogen, zwartbruin gevlekten kogelbeker, een zgn. spreukbeker, met hoogen naar boven vernauwenden hals ... 't Is laat Rom. techniek, vanaf 't midden der 3e eeuw ; vgl. Niederbieber p. 35B"
12770,Heerlen,3,Terra sigillata mortarium,,terra-sigillata wrijfschaal,Terra sigillata mortarium,1,,,claude,present,9,Explicitly named as terra-sigillata wrijfschaal (mortarium).,9,Found as a notably large heavy base in the new ditch.,0,no date stated,6,"Opvallend groote, zware bodem van terra-sigillata wrijfschaal"
12770,Heerlen,3,Terra sigillata dish,,t. s. schaaltje,Terra sigillata dish,,,,claude,present,9,Explicitly named as t.s. schaaltje (terra sigillata dish).,9,Found as a fragment in the new ditch.,0,no date stated,6,"fragm. van laat, slecht doorbakken, chocoladekleurig, dikwandig t. s. schaaltje"
12770,Heerlen,3,Terra sigillata decorated bowl,Dragendorff 37,"t. s. schaal, vorm Drag. 37",Terra sigillata decorated bowl,,70,300,claude+typology,present,9,Explicitly named as terra sigillata bowl Drag. 37.,9,Found as a fragment in the new ditch.,9,dated from typology code (only as certain as the identification),9,"Fragm. van groote halfbolvormige, chocoladekleurige, late t. s. schaal, vorm Drag. 37, met medaillonversiering"
12770,Heerlen,3,Terra sigillata,,T. s. fragm. met dambordversiering,Terra sigillata,,,,claude,present,9,Explicitly named as terra sigillata fragment with checkerboard decoration.,9,Found as a fragment in the new ditch.,0,no date stated,6,T. s. fragm. met dambordversiering
12770,Heerlen,3,Terra sigillata cup,Dragendorff 33,"t. s. beker, Drag. 33",Terra sigillata cup,,40,300,claude+typology,present,9,Explicitly named as terra sigillata beaker Drag. 33 with stamp.,9,Found as a fragment with stamp VENICARVS in the new ditch.,9,dated from typology code (only as certain as the identification),9,"Fragm. van dikwandigen, 3e eeuwschen t. s. beker, Drag. 33, met bodemstempel VENICARVS"
12770,Heerlen,3,Terra sigillata dish,,t. s. bord met ovaalvormig figuurstempel,Terra sigillata dish,,201,450,context_clamp,present,9,Explicitly named as terra sigillata dish with figure stamp.,9,Found as a fragment in the new ditch.,3,missing endpoint clamped to the Roman period,7,Gedeelte van t. s. bord met ovaalvormig figuurstempel als Arentsburg 221 en Niederbieber 96 ; figuurstempels komen doorgaans eerst na de 2e eeuw voor
12770,Heerlen,4,Grey ware,,grijs aardewerk,Grey ware,,,,claude,present,9,Explicitly named as grey ware fragments.,9,Found in pits in the eastern part of Coriovallumstraat.,0,no date stated,6,Fragm. van grijs aardewerk met en zonder standring
12770,Heerlen,4,Mortarium,,wrijfschalen,Mortarium,,,,claude,present,9,Explicitly named as wrijfschalen (mortaria).,9,Found as fragments in pits in the eastern Coriovallumstraat area.,0,no date stated,6,van grijze en gelige wrijfschalen met staande en liggende boorden
12770,Heerlen,4,Pot,,potten,Pot,,,,claude,present,9,Explicitly named as grey and bluish pots.,9,Found as fragments in pits in the eastern Coriovallumstraat area.,0,no date stated,6,van grijze en blauwachtige potten met horizontaal naar buiten gebogen randen
12770,Heerlen,4,Jug,,éénoorige kruiken,Jug,,,,claude,present,9,Explicitly named as single-handled jugs.,9,Found as neck fragments in pits in the eastern Coriovallumstraat area.,0,no date stated,6,"een paar halzen van vroege, witgele éénoorige kruiken met scherp geprofileerd en scherp ondersneden mondstuk"
12770,Heerlen,4,Jug,,kruiken,Jug,,101,300,claude_text,present,9,Explicitly named as 2nd and 3rd century jugs.,9,Found as neck fragments in pits in the eastern Coriovallumstraat area.,8,date read from the passage,9,halzen van 2e en 3e eeuwsche kruiken
12770,Heerlen,4,Jug,,kruikje,Jug,1,,,claude,present,9,Explicitly named as a small jug with mushroom-shaped neck.,9,Found as a fragment in pits in the eastern Coriovallumstraat area.,0,no date stated,6,fragm. van geelwit kruikje met paddestoelvormig halsje
12770,Heerlen,4,Amphora,,amphoren,Amphora,,101,200,claude_text,present,9,Explicitly named as 2nd century amphorae.,9,Found as short neck fragments in pits in the eastern Coriovallumstraat area.,8,date read from the passage,9,"korte halzen van 2e eeuwsche, witgele amphoren met tweeledige ooren en niet scherp geprofileerd mondstuk"
12770,Heerlen,4,Storage jar,,voorraadskuip,Storage jar,1,,,claude,present,9,Explicitly named as voorraadskuip (storage vat/jar).,9,Found as a large fragment in pits in the eastern Coriovallumstraat area.,0,no date stated,6,"een groot stuk van een groote bruinachtige voorraadskuip met 12 c.M. breeden naar binnen gebogen rand, op den wand een door tweemaal drie draaigroeven begrensde strook, waarop zig-zag versieringen gemaakt met een houtje"
12770,Heerlen,4,Dish,,borden,Dish,,,,claude,present,9,Explicitly named as reddish-brown dishes.,9,Found as fragments in pits in the eastern Coriovallumstraat area.,0,no date stated,6,Fragm. van roodbruine borden met inspringenden rand
12770,Heerlen,4,Beaker,,drinkbekers,Beaker,,,,claude,present,9,Explicitly named as brown drinking beakers with roller decoration.,9,Found as fragments in pits in the eastern Coriovallumstraat area.,0,no date stated,6,van bruine drinkbekers met bandversieringen gemaakt met het rolletje
12770,Heerlen,4,Beaker,,bekertjes met kleibestrooiing,Beaker,,,,claude,present,9,Explicitly named as blackish-brown beakers with clay roughening.,9,Found as fragments in pits in the eastern Coriovallumstraat area.,0,no date stated,6,"van zwartbruine bekertjes met kleibestrooiing, kleine schuin staande randjes en met bodempjes van 2-5 c.M."
