report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
12707,Heerlen,44,Coarse ware,,ruwwandig oxiderend aardewerk,Coarse ware,1,70,230,claude_text,present,8,Explicitly named as ruwwandig oxiderend aardewerk in the text.,10,"Explicitly found in greppel S29/40, registered as V152.",8,date read from the passage,9,"slechts één scherf ruwwandig oxiderend aardewerk (V152) gevonden, die niet nader binnen 70 - 230 n.Chr. dateerbaar is"
12707,Heerlen,43,Metalgloss beaker,,metaalglansbeker,Metalgloss beaker,1,200,300,claude_text,present,9,Explicitly named as metaalglansbeker in the text.,10,"Explicitly found in vulling 5 of gracht S31, registered as V159.",8,date read from the passage,9,Uit laag 5 komt ook nog een fragment van een metaalglansbeker die niet nader binnen de 3e eeuw dateerbaar is (V159)
12707,Heerlen,44,Pottery,,aardewerk,Pottery,30,,,claude,present,0,"general mention that pottery occurs at the site, not a discrete object",9,Finds table for gracht S31 records 30 sherds of aardewerk across the vullingen.,0,no date stated,3,aardewerk 3 18 5 2 2 30
12707,Heerlen,57,Dolium,DOL3,misbaksels van dolia (DOL3),Dolium,,50,120,claude_text,present,9,Explicitly named as dolia with typology DOL3 in the text.,10,Explicitly found as misbaksels (kiln wasters) in S50 of the pottery kiln complex.,8,date read from the passage,9,"misbaksels van dolia (DOL3), kruiken, kruikamforen, ruwwandig reducerend gebakken aardewerk (kurkurnen en potten), terra nigra en terra rubra"
12707,Heerlen,57,Jug,,kruiken,Jug,,50,120,claude_text,present,9,Explicitly named as kruiken in the text.,10,Explicitly found as misbaksels in S50 of the pottery kiln complex.,8,date read from the passage,9,"misbaksels van dolia (DOL3), kruiken, kruikamforen, ruwwandig reducerend gebakken aardewerk (kurkurnen en potten), terra nigra en terra rubra"
12707,Heerlen,57,Jug-amphora,,kruikamforen,Jug-amphora,,50,120,claude_text,present,9,Explicitly named as kruikamforen in the text.,10,Explicitly found as misbaksels in S50 of the pottery kiln complex.,8,date read from the passage,9,"misbaksels van dolia (DOL3), kruiken, kruikamforen, ruwwandig reducerend gebakken aardewerk (kurkurnen en potten), terra nigra en terra rubra"
12707,Heerlen,57,Cork urn,,kurkurnen,Cork urn,,50,120,claude_text,present,9,Explicitly named as kurkurnen in the text.,10,Explicitly found as misbaksels in S50 of the pottery kiln complex.,8,date read from the passage,9,"misbaksels van dolia (DOL3), kruiken, kruikamforen, ruwwandig reducerend gebakken aardewerk (kurkurnen en potten), terra nigra en terra rubra"
12707,Heerlen,57,Reduced coarse ware pot,,ruwwandig reducerend gebakken aardewerk (potten),Reduced coarse ware pot,,50,120,claude_text,present,9,Explicitly named as ruwwandig reducerend gebakken aardewerk (potten) in the text.,10,Explicitly found as misbaksels in S50 of the pottery kiln complex.,8,date read from the passage,9,"misbaksels van dolia (DOL3), kruiken, kruikamforen, ruwwandig reducerend gebakken aardewerk (kurkurnen en potten), terra nigra en terra rubra"
12707,Heerlen,57,Terra nigra,,terra nigra,Terra nigra,,50,120,claude_text,present,9,Explicitly named as terra nigra in the text.,10,Explicitly found as misbaksels in S50 of the pottery kiln complex.,8,date read from the passage,9,"misbaksels van dolia (DOL3), kruiken, kruikamforen, ruwwandig reducerend gebakken aardewerk (kurkurnen en potten), terra nigra en terra rubra"
12707,Heerlen,57,Terra rubra,,terra rubra,Terra rubra,,50,120,claude_text,present,9,Explicitly named as terra rubra in the text.,10,Explicitly found as misbaksels in S50 of the pottery kiln complex.,8,date read from the passage,9,"misbaksels van dolia (DOL3), kruiken, kruikamforen, ruwwandig reducerend gebakken aardewerk (kurkurnen en potten), terra nigra en terra rubra"
12707,Heerlen,52,Dolium,,potscherven van dolia,Dolium,,50,120,claude_text,present,9,Explicitly named as dolia in the text describing the oven floor construction.,10,Explicitly found incorporated in the oven floor of S75.,8,date read from the passage,9,"De onderzijde van het ovenrooster was in tegenstelling tot de bovenkant juist uiterst grof en onregelmatig en bestond uit kleine en grote, uitstekende brokken klei/leem, waartussen zich ook grote potscherven van dolia bevonden"
