report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
new_rep_2,Voerendaal-Ten Hove,1,Terra sigillata decorated bowl,Dragendorff 29,"--/89-0-0/8128, Drag. 29",Terra sigillata decorated bowl,1,15,100,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"22.6.1 Decorations South Gaul --/89-0-0/8128, Drag. 29 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,1,Terra sigillata decorated bowl,Dragendorff 29,"304-1/20-5-8, Drag. 29",Terra sigillata decorated bowl,1,15,100,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"304-1/20-5-8, Drag. 29 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,1,Terra sigillata decorated bowl,Dragendorff 29,"399-2/1953-2.8, Drag. 29",Terra sigillata decorated bowl,1,15,100,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"399-2/1953-2.8, Drag. 29 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,"--/1895-12.43/13072, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/1895-12.43/13072, Drag. 37 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,"--/13-3-15/1588, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/13-3-15/1588, Drag. 37 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,"--/13-3-9/1571, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/13-3-9/1571, Drag. 37 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,"--/95-1-18/10762, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/95-1-18/10762, Drag. 37 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,"--/0-0-0/12972, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/0-0-0/12972, Drag. 37 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,"--/27-4-7/5351, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/27-4-7/5351, Drag. 37 (Fig. 22.6)."
new_rep_2,Voerendaal-Ten Hove,3,Terra sigillata decorated bowl,Dragendorff 37,"302-6/100-1-6, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"302-6/100-1-6, Drag. 37 (Fig. 22.7)."
new_rep_2,Voerendaal-Ten Hove,3,Terra sigillata decorated bowl,Dragendorff 37,"--/95-1-18+95-1-60, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/95-1-18+95-1-60, Drag. 37 (Fig. 22.7)."
new_rep_2,Voerendaal-Ten Hove,3,Terra sigillata decorated bowl,Dragendorff 37,"--/27-2-24, Drag. 37",Terra sigillata decorated bowl,1,70,300,llama+typology,present,9,name stated in the text,9,explicitly found in Voerendaal-Ten Hove,9,dated from typology code (only as certain as the identification),9,"--/27-2-24, Drag. 37 (Fig. 22.7)."
