report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
12712,Heerlen,23,Arretine ware cup,Conspectus 14,terra sigillata,Arretine ware cup,,-20,15,claude+typology,present,10,Type explicitly named in the text.,10,Explicitly found in the 1931 excavation collection at the RMO depot.,10,dated from typology code (only as certain as the identification),10,"De Italische sigillata bestaat uit zeven fragmenten van twee kommen, Conspectus 14 en Conspectus 15 (Afb. 2.8). Deze kommen zijn te dateren tussen 15 v.Chr. en 14 n.Chr."
12712,Heerlen,24,Terra sigillata plate,Dragendorff 18,terra sigillata,Terra sigillata plate,3,40,120,claude+typology,present,10,Type explicitly named in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Het betreft delen van drie borden van het type Dragendorff 18
12712,Heerlen,24,Terra sigillata decorated bowl,Dragendorff 29,terra sigillata,Terra sigillata decorated bowl,1,15,100,claude+typology,present,10,Type explicitly named in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,een wandfragment van een met reliëf versierde kom van het type Dragendorff 29
12712,Heerlen,24,Terra sigillata bowl,Dragendorff 40,terra sigillata,Terra sigillata bowl,1,150,300,claude+typology,present,10,Type explicitly named in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Tussen het materiaal bevind zich een bakje van het type Dragendorff 40 (Afb. 2.11). Dergelijke bakjes zijn halfrond in doorsnede en hebben een standring. Deze bakjes komen met name voor in de 3e eeuw.
12712,Heerlen,24,Terra sigillata cup,Dragendorff 33,terra sigillata,Terra sigillata cup,,40,300,claude+typology,present,10,Type explicitly named in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"Ook conische bakjes van het type Dragendorff 33 (Afb. 2.11), zijn aangetroffen."
12712,Heerlen,25,Terra sigillata decorated bowl,Dragendorff 37,terra sigillata,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Type explicitly named as Dragendorff 37 in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Het eerste fragment is afkomstig uit de Argonne en is versierd met diverse dieren. Een achterom kijkend hert als Raepsaet-Charlier A19 en een leeuw als Raepsaet-Charlier A7.
12712,Heerlen,25,Terra sigillata decorated bowl,Dragendorff 37,terra sigillata,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Identified as Dragendorff 37 in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,"Het tweede fragment betreft het bovenste deel van een kom met daarop alleen zichtbaar de ovolo, deze is schuin afgedrukt en niet nader te determineren dan oost-Gallisch."
12712,Heerlen,25,Terra sigillata decorated bowl,Dragendorff 37,terra sigillata,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Identified as Dragendorff 37 in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Het derde fragment is afkomstig uit Trier en is versierd met een blad Fölzer Tafel XXXI nr 771 in een dubbele gladde cirkel.
12712,Heerlen,26,Terra sigillata mortarium,Dragendorff 45,wrijfschaal van het type Dragendorff 45,Terra sigillata mortarium,1,150,400,claude+typology,present,10,Type explicitly named in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Dit fragment betreft de rand van een wrijfschaal van het type Dragendorff 45 (Afb. 2.11). Deze wrijfschalen komen voor vanaf het einde van de 2e eeuw.
12712,Heerlen,26,Belgic ware pot,Deru P10,terra rubra,Belgic ware pot,1,20,100,claude+typology,present,10,Type explicitly named in the text.,10,Explicitly found in the 1931 excavation collection.,10,dated from typology code (only as certain as the identification),10,Eén fragment terra rubra is gevonden bij het onderzoek. Dit fragment is afkomstig van een beker van het type Deru P10.
